更新时间,ASIN,产品名,售价,销量(7d),订单数,销售额,ACOS,广告ACOS,广告点击,广告展示,广告花费,ROAS,FBA可售,FBA在途,自然订单,BuyBox率(%),BSR,BSR类目,净利润
05-14 17:49,B0FVSS8SR1,60g瓶装止痒膏,18.99,2379.75,0,$2379.75,23.91,0,268,35582,$-569.10,1.61,1008,0,74,74.88,48672,Antifungal Remedies,789.7
